,0
271,-83.543
272,-83.668
273,-83.588
274,-83.599
275,-83.592
276,-83.593
277,-83.688
278,-83.615
279,-83.622
280,-83.72
281,-83.553
282,-83.565
283,-83.674
284,-83.554
285,-83.569
286,-83.631
287,-83.516
288,-83.589
289,-83.545
290,-83.524
291,-83.612
292,-83.542
293,-83.571
294,-83.706
295,-83.645
296,-83.627
297,-83.622
298,-83.589
299,-83.618
300,-83.66
301,-83.61
302,-83.633
303,-83.616
304,-83.594
305,-83.686
306,-83.595
307,-83.69
308,-83.727
309,-83.61
310,-83.577
311,-83.586
312,-83.485
313,-83.507
314,-83.583
315,-83.493
316,-83.603
317,-83.551
318,-83.525
319,-83.613
320,-83.529
321,-83.532
322,-83.683
323,-83.576
324,-83.617
325,-83.648
326,-83.621
327,-83.688
328,-83.556
329,-83.582
330,-83.702
331,-83.598
332,-83.612
333,-83.657
334,-83.522
335,-83.583
336,-83.617
337,-83.463
338,-83.568
339,-83.573
340,-83.553
341,-83.628
342,-83.541
343,-83.545
344,-83.655
345,-83.554
346,-83.582
347,-83.607
348,-83.518
349,-83.589
350,-83.638
351,-83.598
352,-83.673
353,-83.519
354,-83.516
355,-83.573
356,-83.604
357,-83.611
358,-83.702
359,-83.558
360,-83.557
361,-83.678
362,-83.52
363,-83.573
364,-83.621
365,-83.564
366,-83.684
367,-83.643
368,-83.585
369,-83.701
370,-83.627
371,-83.651
372,-83.687
373,-83.579
374,-83.62
375,-83.6
376,-83.526
377,-83.656
378,-83.631
379,-83.598
380,-83.713
381,-83.605
382,-83.618
383,-83.686
384,-83.464
385,-83.552
386,-83.641
387,-83.498
388,-83.491
389,-83.715
390,-83.602
391,-83.673
392,-83.626
393,-83.631
394,-83.731
395,-83.611
396,-83.614
397,-83.675
398,-83.531
399,-83.54
400,-83.654
401,-83.529
402,-83.589
403,-83.635
404,-83.573
405,-83.678
406,-83.56
407,-83.519
408,-83.691
409,-83.564
410,-83.596
411,-83.666
412,-83.585
413,-83.622
414,-83.633
415,-83.575
416,-83.668
417,-83.588
418,-83.617
419,-83.659
420,-83.653
421,-83.649
422,-83.715
423,-83.625
424,-83.665
425,-83.648
426,-83.547
427,-83.618
428,-83.639
429,-83.599
430,-83.747
431,-83.549
432,-83.559
433,-83.641
434,-83.632
435,-83.646
436,-83.73
437,-83.562
438,-83.607
439,-83.65
440,-83.568
441,-83.677
442,-83.521
443,-83.521
444,-83.832
445,-83.744
446,-83.727
447,-83.755
448,-83.574
449,-83.639
450,-83.654
451,-83.543
452,-83.53
453,-83.624
454,-83.594
455,-83.634
456,-83.548
457,-83.528
458,-83.654
459,-83.572
460,-83.587
461,-83.631
462,-83.529
463,-83.605
464,-83.703
465,-83.681
466,-83.693
467,-83.624
468,-83.625
469,-83.706
470,-83.479
471,-83.492
472,-83.711
473,-83.601
474,-83.603
475,-83.711
476,-83.65
477,-83.689
478,-83.625
479,-83.594
480,-83.7
481,-83.587
482,-83.584
483,-83.668
484,-83.577
485,-83.512
486,-83.757
487,-83.627
488,-83.658
489,-83.63
490,-83.555
491,-83.625
492,-83.612
493,-83.531
494,-83.68
495,-83.595
496,-83.635
497,-83.666
498,-83.533
499,-83.563
500,-83.64
501,-83.537
502,-83.655
503,-83.629
504,-83.572
505,-83.635
506,-83.627
507,-83.536
508,-83.587
509,-83.592
510,-83.592
511,-83.717
512,-83.543
513,-83.518
514,-83.638
515,-83.516
516,-83.522
517,-83.547
518,-83.517
519,-83.623
520,-83.677
521,-83.749
522,-83.676
523,-83.562
524,-83.566
525,-83.652
526,-83.524
527,-83.517
528,-83.527
529,-83.485
530,-83.598
531,-83.557
532,-83.567
533,-83.635
534,-83.4
535,-83.465
536,-83.671
537,-83.54
538,-83.582
539,-83.521
540,-83.415
541,-83.502
542,-83.518
543,-83.501
544,-83.599
545,-83.452
546,-83.45
547,-83.526
548,-83.479
549,-83.511
550,-83.59
551,-83.483
552,-83.521
553,-83.537
554,-83.485
555,-83.506
556,-83.447
557,-83.419
558,-83.493
559,-83.38
560,-83.433
561,-83.552
562,-83.422
563,-83.445
564,-83.458
565,-83.344
566,-83.446
567,-83.336
568,-83.283
569,-83.438
570,-83.349
571,-83.413
572,-83.575
573,-83.452
574,-83.452
575,-83.53
576,-83.526
577,-83.464
578,-83.373
579,-83.343
580,-83.512
581,-83.323
582,-83.305
583,-83.469
584,-83.277
585,-83.288
586,-83.523
587,-83.462
588,-83.423
589,-83.482
590,-83.35
591,-83.447
592,-83.437
593,-83.423
594,-83.45
595,-83.395
596,-83.459
597,-83.44
598,-83.291
599,-83.408
600,-83.444
601,-83.252
602,-83.273
603,-83.376
604,-83.33
605,-83.403
606,-83.264
607,-83.24
608,-83.374
609,-83.292
610,-83.286
611,-83.466
612,-83.333
613,-83.349
614,-83.374
615,-83.271
616,-83.313
617,-83.292
618,-83.254
619,-83.388
620,-83.323
621,-83.309
622,-83.465
623,-83.31
624,-83.284
625,-83.402
626,-83.343
627,-83.343
628,-83.359
629,-83.245
630,-83.348
631,-83.394
632,-83.392
633,-83.354
634,-83.25
635,-83.271
636,-83.416
637,-83.26
638,-83.275
639,-83.38
640,-83.333
641,-83.349
642,-83.285
643,-83.268
644,-83.314
645,-83.168
646,-83.229
647,-83.419
648,-83.206
649,-83.176
650,-83.41
651,-83.275
652,-83.317
653,-83.326
654,-83.295
655,-83.308
656,-83.258
657,-83.189
658,-83.363
659,-83.283
660,-83.278
661,-83.248
662,-83.198
663,-83.278
664,-83.281
665,-83.214
666,-83.286
667,-83.245
668,-83.163
669,-83.212
670,-83.063
671,-83.054
672,-83.252
673,-83.171
674,-83.062
675,-83.246
676,-83.097
677,-83.197
678,-83.167
679,-83.094
680,-83.268
681,-83.116
682,-83.109
683,-83.227
684,-83.162
685,-83.131
686,-83.203
687,-83.143
688,-83.157
689,-83.165
690,-83.074
691,-83.154
692,-83.096
693,-83.046
694,-83.165
695,-83.074
696,-83.015
697,-83.122
698,-83.071
699,-83.09
700,-83.199
701,-83.064
702,-83.059
703,-83.095
704,-83.031
705,-83.119
706,-82.962
707,-82.979
708,-83.236
709,-83.07
710,-83.083
711,-83.089
712,-83.007
713,-83.128
714,-83.079
715,-83.03
716,-83.064
717,-83.165
718,-83.087
719,-83.131
720,-83.013
721,-82.989
722,-83.135
723,-82.995
724,-82.94
725,-82.956
726,-82.98
727,-83.095
728,-83.022
729,-82.962
730,-83.073
731,-83.164
732,-83.13
733,-83.195
734,-82.953
735,-82.884
736,-83.038
737,-82.928
738,-82.932
739,-83.057
740,-82.986
741,-83.064
742,-82.984
743,-82.926
744,-82.985
745,-82.991
746,-82.929
747,-82.96
748,-82.98
749,-82.941
750,-82.951
751,-82.887
752,-82.964
753,-83.041
754,-82.943
755,-82.982
756,-83.017
757,-82.998
758,-83.068
759,-82.92
760,-82.929
761,-83.0
762,-82.824
763,-82.884
764,-83.041
765,-82.953
766,-83.011
767,-83.049
768,-82.979
769,-83.038
770,-82.921
771,-82.91
772,-83.127
773,-82.882
774,-82.853
775,-82.985
776,-82.874
777,-82.954
778,-82.914
779,-82.909
780,-83.037
781,-82.903
782,-82.872
783,-82.961
784,-82.939
785,-82.94
786,-82.992
787,-82.901
788,-82.886
789,-82.934
790,-82.848
791,-82.93
792,-82.955
793,-82.869
794,-82.971
795,-82.889
796,-82.873
797,-82.852
798,-82.775
799,-82.851
800,-82.877
801,-82.85
802,-82.916
803,-82.953
804,-82.858
805,-82.881
806,-82.838
807,-82.854
808,-82.94
809,-82.709
810,-82.709
811,-82.953
812,-82.852
813,-82.798
814,-82.83
815,-82.767
816,-82.867
817,-82.777
818,-82.738
819,-82.967
820,-82.8
821,-82.804
822,-82.867
823,-82.837
824,-82.825
825,-82.947
826,-82.864
827,-82.865
828,-82.838
829,-82.79
830,-82.89
831,-82.898
832,-82.879
833,-82.858
834,-82.811
835,-82.819
836,-82.885
837,-82.638
838,-82.71
839,-82.839
840,-82.771
841,-82.799
842,-82.748
843,-82.719
844,-82.838
845,-82.743
846,-82.714
847,-82.803
848,-82.8
849,-82.799
850,-82.797
851,-82.76
852,-82.741
853,-82.732
854,-82.707
855,-82.842
856,-82.702
857,-82.701
858,-82.854
859,-82.814
860,-82.806
861,-82.846
862,-82.728
863,-82.745
864,-82.892
865,-82.751
866,-82.768
867,-82.768
868,-82.731
869,-82.828
870,-82.707
871,-82.719
872,-82.884
873,-82.803
874,-82.803
875,-82.839
876,-82.829
877,-82.825
878,-82.813
879,-82.768
880,-82.815
881,-82.661
882,-82.66
883,-82.791
884,-82.813
885,-82.81
886,-82.848
887,-82.755
888,-82.84
889,-82.961
890,-82.759
891,-82.826
892,-82.894
893,-82.778
894,-82.786
895,-82.808
896,-82.817
897,-82.797
898,-82.661
899,-82.777
900,-82.936
901,-82.817
902,-82.841
903,-82.869
904,-82.833
905,-82.827
906,-82.846
907,-82.828
908,-82.865
909,-82.846
910,-82.888
911,-82.943
912,-82.865
913,-82.941
914,-82.974
915,-82.808
916,-82.883
917,-82.845
918,-82.681
919,-82.715
920,-82.951
921,-82.922
922,-82.931
923,-82.786
924,-82.828
925,-82.926
926,-82.786
927,-82.824
928,-82.88
929,-82.787
930,-82.825
931,-82.907
932,-82.826
933,-82.956
934,-82.784
935,-82.794
936,-82.998
937,-82.811
938,-82.819
939,-82.926
940,-82.777
941,-82.826
942,-82.847
943,-82.734
944,-82.849
945,-82.827
946,-82.814
947,-82.881
948,-82.92
949,-82.821
950,-82.908
951,-82.878
952,-82.921
953,-82.969
954,-82.894
955,-82.889
956,-82.915
957,-82.925
958,-82.968
959,-82.792
960,-82.785
961,-82.927
962,-82.843
963,-82.86
964,-82.986
965,-82.843
966,-82.854
967,-82.859
968,-82.734
969,-82.743
970,-82.774
971,-82.745
972,-82.907
973,-82.744
974,-82.722
975,-82.886
976,-82.803
977,-82.83
978,-82.861
979,-82.825
980,-82.814
981,-82.814
982,-82.748
983,-82.842
984,-82.809
985,-82.811
986,-82.836
987,-82.784
988,-82.811
989,-82.883
990,-82.801
991,-82.811
992,-82.702
993,-82.691
994,-82.854
995,-82.791
996,-82.796
997,-82.835
998,-82.642
999,-82.633
1000,-82.886
1001,-82.793
1002,-82.748
1003,-82.789
1004,-82.707
1005,-82.796
1006,-82.806
1007,-82.726
1008,-82.842
1009,-82.684
1010,-82.646
1011,-82.795
1012,-82.659
1013,-82.656
1014,-82.782
1015,-82.735
1016,-82.735
1017,-82.731
1018,-82.602
1019,-82.667
1020,-82.776
1021,-82.748
1022,-82.837
1023,-82.762
1024,-82.79
1025,-82.802
1026,-82.594
1027,-82.629
1028,-82.79
1029,-82.593
1030,-82.579
1031,-82.649
1032,-82.549
1033,-82.658
1034,-82.606
1035,-82.603
1036,-82.751
1037,-82.48
1038,-82.522
1039,-82.752
1040,-82.579
1041,-82.593
1042,-82.64
1043,-82.631
1044,-82.744
1045,-82.639
1046,-82.569
1047,-82.575
1048,-82.594
1049,-82.604
1050,-82.638
1051,-82.539
1052,-82.579
1053,-82.598
1054,-82.564
1055,-82.628
1056,-82.598
1057,-82.543
1058,-82.564
1059,-82.459
1060,-82.436
1061,-82.615
1062,-82.447
1063,-82.465
1064,-82.573
1065,-82.399
1066,-82.523
1067,-82.49
1068,-82.46
1069,-82.548
1070,-82.498
1071,-82.402
1072,-82.487
1073,-82.493
1074,-82.465
1075,-82.605
1076,-82.509
1077,-82.513
1078,-82.456
1079,-82.367
1080,-82.467
1081,-82.53
1082,-82.383
1083,-82.391
1084,-82.386
1085,-82.408
1086,-82.504
1087,-82.439
1088,-82.515
1089,-82.55
1090,-82.43
1091,-82.417
1092,-82.436
1093,-82.374
1094,-82.436
1095,-82.384
1096,-82.286
1097,-82.413
1098,-82.377
1099,-82.38
1100,-82.499
1101,-82.414
1102,-82.429
1103,-82.394
1104,-82.293
1105,-82.345
1106,-82.421
1107,-82.352
1108,-82.418
1109,-82.261
1110,-82.237
1111,-82.426
1112,-82.294
1113,-82.295
1114,-82.379
1115,-82.334
1116,-82.309
1117,-82.392
1118,-82.302
1119,-82.316
1120,-82.359
1121,-82.264
1122,-82.316
1123,-82.273
1124,-82.287
1125,-82.408
1126,-82.197
1127,-82.252
1128,-82.219
1129,-82.186
1130,-82.271
1131,-82.295
1132,-82.257
1133,-82.357
1134,-82.197
1135,-82.219
1136,-82.294
1137,-82.192
1138,-82.191
1139,-82.38
1140,-82.257
1141,-82.286
1142,-82.204
1143,-82.148
1144,-82.233
1145,-82.163
1146,-82.121
1147,-82.37
1148,-82.216
1149,-82.133
1150,-82.257
1151,-82.175
1152,-82.199
1153,-82.334
1154,-82.143
1155,-82.195
1156,-82.243
1157,-82.18
1158,-82.336
1159,-82.258
1160,-82.226
1161,-82.253
1162,-82.15
1163,-82.201
1164,-82.303
1165,-82.084
1166,-82.077
1167,-82.24
1168,-82.121
1169,-82.111
1170,-82.023
1171,-81.986
1172,-82.172
1173,-82.09
1174,-82.05
1175,-82.147
1176,-82.159
1177,-82.152
1178,-82.179
1179,-82.055
1180,-82.106
1181,-82.071
1182,-82.041
1183,-82.134
1184,-82.076
1185,-82.077
1186,-82.217
1187,-82.061
1188,-82.05
1189,-82.094
1190,-81.991
1191,-81.993
1192,-82.156
1193,-82.107
1194,-82.143
1195,-82.113
1196,-82.049
1197,-82.19
1198,-82.098
1199,-82.078
1200,-82.152
1201,-81.985
1202,-81.989
1203,-82.161
1204,-82.134
1205,-82.183
1206,-82.064
1207,-82.007
1208,-82.111
1209,-82.118
1210,-82.07
1211,-82.119
1212,-82.01
1213,-81.997
1214,-82.073
1215,-82.01
1216,-82.053
1217,-82.002
1218,-81.921
1219,-81.962
1220,-82.004
1221,-82.009
1222,-82.049
1223,-82.058
1224,-82.066
1225,-82.095
1226,-81.946
1227,-81.948
1228,-82.009
1229,-81.986
1230,-82.06
1231,-82.044
1232,-82.031
1233,-82.034
1234,-81.946
1235,-81.943
1236,-82.115
1237,-81.988
1238,-81.973
1239,-82.0
1240,-81.855
1241,-81.876
1242,-82.0
1243,-81.857
1244,-81.867
1245,-81.98
1246,-81.915
1247,-81.996
1248,-81.848
1249,-81.869
1250,-81.985
1251,-81.844
1252,-81.906
1253,-81.906
1254,-81.873
1255,-81.868
1256,-81.964
1257,-81.806
1258,-81.871
1259,-81.922
1260,-81.868
1261,-81.889
1262,-81.773
1263,-81.815
1264,-81.953
1265,-81.814
1266,-81.858
1267,-81.862
1268,-81.78
1269,-81.817
1270,-81.863
1271,-81.845
1272,-81.902
1273,-81.772
1274,-81.725
1275,-81.823
1276,-81.764
1277,-81.876
1278,-81.932
1279,-81.729
1280,-81.72
1281,-81.861
1282,-81.746
1283,-81.751
1284,-81.791
1285,-81.732
1286,-81.803
1287,-81.638
1288,-81.65
1289,-81.678
1290,-81.607
1291,-81.659
1292,-81.731
1293,-81.601
1294,-81.62
1295,-81.698
1296,-81.616
1297,-81.673
1298,-81.648
1299,-81.614
1300,-81.726
1301,-81.707
1302,-81.73
1303,-81.772
1304,-81.632
1305,-81.68
1306,-81.621
1307,-81.502
1308,-81.566
1309,-81.61
1310,-81.627
1311,-81.666
1312,-81.488
1313,-81.501
1314,-81.631
1315,-81.451
1316,-81.488
1317,-81.606
1318,-81.578
1319,-81.581
1320,-81.644
1321,-81.5
1322,-81.547
1323,-81.481
1324,-81.38
1325,-81.494
1326,-81.405
1327,-81.438
1328,-81.524
1329,-81.423
1330,-81.467
1331,-81.604
1332,-81.52
1333,-81.527
1334,-82.221
1335,-82.233
1336,-82.258
1337,-82.206
1338,-82.348
1339,-82.197
1340,-82.164
1341,-82.247
1342,-82.161
1343,-82.184
1344,-82.181
1345,-82.033
1346,-82.109
1347,-82.185
1348,-82.11
1349,-82.116
1350,-82.199
1351,-82.213
1352,-82.257
1353,-82.113
1354,-82.123
1355,-82.222
1356,-82.068
1357,-82.076
1358,-82.201
1359,-82.043
1360,-82.152
1361,-82.148
1362,-82.052
1363,-82.032
1364,-82.043
1365,-82.043
1366,-82.257
1367,-82.064
1368,-82.066
1369,-82.162
1370,-82.048
1371,-82.034
1372,-82.125
1373,-82.065
1374,-82.139
1375,-82.067
1376,-82.021
1377,-82.139
1378,-82.114
1379,-82.017
1380,-82.071
1381,-82.058
1382,-82.041
1383,-82.089
1384,-82.025
1385,-82.086
1386,-81.961
1387,-81.983
1388,-82.046
1389,-82.084
1390,-81.997
1391,-82.036
1392,-81.905
1393,-81.89
1394,-82.139
1395,-81.976
1396,-81.97
1397,-82.059
1398,-82.04
1399,-82.091
1400,-82.166
1401,-82.065
1402,-82.096
1403,-81.968
1404,-81.94
1405,-82.061
1406,-82.001
1407,-82.034
1408,-82.078
1409,-81.989
1410,-81.99
1411,-81.989
1412,-81.965
1413,-82.017
1414,-81.906
1415,-81.872
1416,-81.987
1417,-82.05
1418,-82.029
1419,-82.026
1420,-81.986
1421,-82.007
1422,-82.026
1423,-81.914
1424,-81.98
1425,-82.041
1426,-82.03
1427,-82.078
1428,-81.94
1429,-81.894
1430,-82.051
1431,-82.001
1432,-82.038
1433,-82.079
1434,-82.028
1435,-81.999
1436,-82.017
1437,-81.997
1438,-82.052
1439,-82.044
1440,-81.947
1441,-81.974
1442,-81.997
1443,-81.945
1444,-82.01
1445,-82.005
1446,-82.025
1447,-81.992
1448,-81.926
1449,-81.985
1450,-81.935
1451,-81.935
1452,-82.026
1453,-81.881
1454,-81.883
1455,-82.045
1456,-81.901
1457,-81.888
1458,-82.01
1459,-81.74
1460,-81.841
1461,-81.844
1462,-81.81
1463,-81.897
1464,-81.879
1465,-81.883
1466,-82.054
1467,-81.942
1468,-81.933
1469,-82.025
1470,-81.953
1471,-82.003
1472,-81.906
1473,-81.801
1474,-81.869
1475,-81.969
1476,-81.874
1477,-81.888
1478,-81.897
1479,-81.836
1480,-81.922
1481,-81.92
1482,-81.95
1483,-81.988
1484,-81.933
1485,-81.972
1486,-81.841
1487,-81.82
1488,-81.972
1489,-81.979
1490,-81.927
1491,-81.948
1492,-81.92
1493,-81.905
1494,-81.964
1495,-81.882
1496,-81.97
1497,-81.973
1498,-81.942
1499,-81.961
1500,-81.832
1501,-81.849
1502,-81.969
1503,-81.853
1504,-81.856
1505,-81.978
1506,-81.869
1507,-81.887
1508,-81.888
1509,-81.897
1510,-81.93
1511,-81.932
1512,-81.866
1513,-81.96
1514,-81.814
1515,-81.823
1516,-81.936
1517,-81.86
1518,-81.831
1519,-81.969
1520,-81.828
1521,-81.879
1522,-82.032
1523,-81.88
1524,-81.895
1525,-81.928
1526,-81.881
1527,-81.983
1528,-81.836
1529,-81.833
1530,-81.923
1531,-81.953
1532,-81.871
1533,-81.887
1534,-81.775
1535,-81.765
1536,-81.825
1537,-81.777
1538,-81.873
1539,-81.85
1540,-81.812
1541,-81.907
1542,-81.915
1543,-81.861
1544,-81.893
1545,-81.931
1546,-81.958
1547,-81.931
1548,-81.804
1549,-81.819
1550,-81.864
1551,-81.83
1552,-81.925
1553,-81.841
1554,-81.798
1555,-81.912
1556,-81.844
1557,-81.845
1558,-81.916
1559,-81.746
1560,-81.745
1561,-81.887
1562,-81.793
1563,-81.853
1564,-81.791
1565,-81.734
1566,-81.808
1567,-81.728
1568,-81.723
1569,-81.794
1570,-81.673
1571,-81.738
1572,-81.778
1573,-81.685
1574,-81.687
1575,-81.708
1576,-81.652
1577,-81.749
1578,-81.78
1579,-81.806
1580,-81.791
1581,-81.68
1582,-81.688
1583,-81.709
1584,-81.506
1585,-81.526
1586,-81.865
1587,-81.717
1588,-81.684
1589,-81.638
1590,-81.623
1591,-81.711
1592,-81.569
1593,-81.537
1594,-81.655
1595,-81.682
1596,-81.641
1597,-81.82
1598,-81.618
1599,-81.612
1600,-81.584
1601,-81.53
1602,-81.58
1603,-81.647
1604,-81.552
1605,-81.656
1606,-81.643
1607,-81.663
1608,-81.715
1609,-81.518
1610,-81.548
1611,-81.603
1612,-81.544
1613,-81.57
1614,-81.589
1615,-81.571
1616,-81.617
1617,-81.58
1618,-81.551
1619,-81.675
1620,-81.578
1621,-81.547
1622,-81.523
1623,-81.465
1624,-81.517
1625,-81.565
1626,-81.486
1627,-81.553
1628,-81.522
1629,-81.521
1630,-81.574
1631,-81.485
1632,-81.458
1633,-81.585
1634,-81.53
1635,-81.539
1636,-81.506
1637,-81.448
1638,-81.489
1639,-81.459
1640,-81.453
1641,-81.518
1642,-81.485
1643,-81.481
1644,-81.609
1645,-81.392
1646,-81.413
1647,-81.436
1648,-81.355
1649,-81.457
1650,-81.439
1651,-81.417
1652,-81.504
1653,-81.526
1654,-81.462
1655,-81.542
1656,-81.366
1657,-81.393
1658,-81.527
1659,-81.456
1660,-81.48
1661,-81.627
1662,-81.47
1663,-81.472
1664,-81.548
1665,-81.541
1666,-81.581
1667,-81.469
1668,-81.456
1669,-81.508
1670,-81.427
1671,-81.452
1672,-81.487
1673,-81.446
1674,-81.509
1675,-81.463
1676,-81.384
1677,-81.417
1678,-81.508
1679,-81.433
1680,-81.486
1681,-81.398
1682,-81.412
1683,-81.451
1684,-81.29
1685,-81.3
1686,-81.398
1687,-81.301
1688,-81.351
1689,-81.323
1690,-81.292
1691,-81.249
1692,-81.26
1693,-81.267
1694,-81.201
1695,-81.092
1696,-81.079
1697,-81.107
1698,-81.038
1699,-81.14
1700,-81.061
1701,-80.864
1702,-80.907
1703,-80.916
1704,-80.802
1705,-80.652
1706,-80.597
1707,-80.533
1708,-80.528
1709,-80.286
1710,-80.197
1711,-79.987
1712,-79.875
1713,-79.694
1714,-79.443
1715,-79.315
1716,-79.039
1717,-78.697
1718,-78.481
1719,-78.237
1720,-77.774
1721,-77.408
1722,-77.016
1723,-76.611
1724,-76.199
1725,-75.698
1726,-75.212
1727,-74.801
1728,-74.134
1729,-73.574
1730,-73.127
1731,-72.537
1732,-71.988
1733,-71.456
1734,-70.893
1735,-70.316
1736,-69.711
1737,-69.49
1738,-68.997
1739,-68.644
1740,-68.333
1741,-68.059
1742,-67.748
1743,-67.68
1744,-67.502
1745,-67.351
1746,-67.276
1747,-67.173
1748,-67.129
1749,-67.096
1750,-67.069
1751,-66.992
1752,-66.993
1753,-66.921
1754,-66.951
1755,-67.092
1756,-67.001
1757,-66.93
1758,-66.879
1759,-66.83
1760,-66.764
1761,-66.731
1762,-66.794
1763,-66.726
1764,-66.741
1765,-66.791
1766,-66.735
1767,-66.669
1768,-66.557
1769,-66.501
1770,-66.514
1771,-66.464
1772,-66.527
1773,-66.553
1774,-66.516
1775,-66.411
1776,-66.417
1777,-66.515
1778,-66.496
1779,-66.398
1780,-66.386
1781,-66.427
1782,-66.335
1783,-66.353
1784,-66.334
1785,-66.283
1786,-66.337
1787,-66.317
1788,-66.321
1789,-66.359
1790,-66.336
1791,-66.279
1792,-66.306
1793,-66.297
1794,-66.328
1795,-66.243
1796,-66.273
1797,-66.215
1798,-66.257
1799,-66.304
1800,-66.259
1801,-66.161
1802,-66.201
1803,-66.148
1804,-66.043
1805,-66.026
1806,-66.113
1807,-66.135
1808,-66.004
1809,-66.046
1810,-65.95
1811,-65.909
1812,-65.98
1813,-65.958
1814,-65.964
1815,-65.875
1816,-65.91
1817,-65.873
1818,-65.856
1819,-65.941
1820,-65.903
1821,-65.932
1822,-65.939
1823,-65.87
1824,-65.817
1825,-65.853
1826,-65.803
1827,-65.799
1828,-65.896
1829,-65.859
1830,-65.849
1831,-65.818
1832,-65.819
1833,-65.844
1834,-65.915
1835,-65.877
1836,-65.872
1837,-65.919
1838,-65.879
1839,-65.85
1840,-65.799
1841,-65.734
1842,-65.732
1843,-65.869
1844,-65.868
1845,-65.806
1846,-65.842
1847,-65.89
1848,-65.853
1849,-65.811
1850,-65.767
1851,-65.775
1852,-65.695
1853,-65.731
1854,-65.809
1855,-65.791
1856,-65.785
1857,-65.783
1858,-65.775
1859,-65.728
1860,-65.707
1861,-65.72
1862,-65.712
1863,-65.719
1864,-65.727
1865,-65.791
1866,-65.78
1867,-65.699
1868,-65.689
1869,-65.694
1870,-65.712
1871,-65.717
1872,-65.762
1873,-65.697
